"TreeID","X","Y","Radius","Error","H","h_radius","dbh","Plot","Plot_ID","Plot_name","dbh_cm"
17,2.7170188180022,-3.42822937467355,0.102918683764653,0.000275314769099653,21.8700008102741,1.3,0.205837367529305,"Plot 20","9_Tree20_Hood",20,20.5837367529305
18,2.63290499172207,-14.6809543523884,0.183319350908245,0.000338447032897781,23.5599994626653,1.3,0.366638701816489,"Plot 20","9_Tree20_Hood",20,36.6638701816489
19,2.52476448616964,-1.33085864002696,0.0775564160424883,0.000252969980349297,21.559999445764,1.3,0.155112832084977,"Plot 20","9_Tree20_Hood",20,15.5112832084977
20,2.41957963446485,6.82769629819384,0.0488765032864274,0.000516457109571601,19.3299999221358,1.3,0.0977530065728549,"Plot 20","9_Tree20_Hood",20,9.77530065728548
21,1.57516819362763,11.1332865807429,0.0669759369067697,0.000905686482048943,19.0499992189345,1.3,0.133951873813539,"Plot 20","9_Tree20_Hood",20,13.3951873813539
23,-0.854207977528486,2.30847083481275,0.145521135018897,0.000195083090365692,23.1499995948061,1.3,0.291042270037793,"Plot 20","9_Tree20_Hood",20,29.1042270037793
24,-0.622890820492564,-6.36303905090067,0.0661949623831909,0.00032910561174834,24.22999953392,1.3,0.132389924766382,"Plot 20","9_Tree20_Hood",20,13.2389924766382
25,0.287360994115055,-0.472238938925062,0.147704995055238,0.000118139912849416,23.799999236975,1.3,0.295409990110476,"Plot 20","9_Tree20_Hood",20,29.5409990110476
26,0.435744605203079,-11.9017459343794,0.0780836261735421,0.000340865219470921,25.2900008826681,1.3,0.156167252347084,"Plot 20","9_Tree20_Hood",20,15.6167252347084
27,0.912879899080343,4.95850411009264,0.0913068796765204,0.000233705742788311,21.4899997650036,1.3,0.182613759353041,"Plot 20","9_Tree20_Hood",20,18.2613759353041
28,-0.240614143315132,-8.17428887127568,0.11347801222328,0.000531139287113167,23.8899993821812,1.3,0.226956024446561,"Plot 20","9_Tree20_Hood",20,22.6956024446561
29,0.104851723787418,-9.20339983301079,0.1237304814572,0.000445760938339895,22.4799995235514,1.3,0.247460962914401,"Plot 20","9_Tree20_Hood",20,24.7460962914401
